#flickr_photo_id	category	beauty_scores	downloaded
5551501050	people	4,5,4,3,3	True
4551646630	people	2,4,4,4,3	True
8170008412	people	4,3,5,2,5	True
4793939384	nature	4,3,3,4,3	True
372414263	animals	3,3,3,3,3	True
5211972994	urban	5,3,4,4,3	True
3988073364	animals	3,4,3,3,3	True
7334376678	people	4,3,4,5,3	True
7839350246	nature	4,4,5,4,2,2,4,5,3,5	True
5414702896	animals	4,4,3,4,3	True
6059291461	urban	3,3,3,3,3,3	True
2038399077	animals	2,3,3,3,3	True
1214887363	urban	3,3,3,3,4	True
3574750586	animals	4,4,4,3,4,3,4,3,4,5,3,4,3,3,3	True
4663405933	nature	3,3,3,3,3	True
1150950568	nature	3,3,3,3,3,3,3,3,2,3	True
4653564853	nature	3,3,3,3,2	True
23150033	people	3,4,2,2,3	True
6230168527	people	4,3,3,3,3	True
3995263270	people	4,4,4,3,3,3,3,3,4,4	True
7172979513	people	5,4,4,4,4,4,5,3,3,3	False
1446843077	people	3,3,3,3,3	True
5102277	nature	3,4,3,3,4	True
6355764405	animals	3,2,3,2,4,3	True
7384520308	people	3,3,3,3,3	True
168017525	animals	3,3,3,2,3	True
1519670226	urban	3,3,3,3,3	True
2681860465	people	3,3,3,3,2	True
7215414012	nature	4,3,3,3,4	True
5629218506	animals	3,4,5,4,4	True
7543531708	urban	4,3,2,3,4	True
7393510400	people	4,4,4,4,3	True
4008003642	nature	4,4,4,3,3,4,4,3,3,3,3,4,5,3,3	True
4284204024	animals	2,3,3,4,4	True
5364352334	urban	1,2,3,2,2	True
263424618	animals	4,3,3,3,3	True
3654970389	animals	4,3,3,4,3	True
8505116858	urban	3,3,3,3,3	True
7914098320	nature	3,3,3,3,3	True
8245386715	urban	3,3,2,3,3	True
2239645735	nature	3,3,3,3,3	True
2518459024	nature	3,2,3,4,3	True
27568206	nature	3,4,5,3,4,4,5,4,3,4,3,4,3,3,3,4	True
3658322534	animals	3,3,2,3,3,3,3,2,3,3	True
475244006	animals	3,3,3,3,4,3,4,4,3,3	True
5003743878	nature	3,3,4,3,3	True
2533919315	animals	4,3,3,5,4	True
4753746579	nature	3,3,3,3,3	True
7937228826	people	1,1,1,1,1	False
2303397350	urban	4,3,3,5,3,4	False
5834653646	animals	2,2,3,3,3	True
6881898371	nature	4,3,4,3,3	True
4315273753	animals	3,3,3,3,4	True
2058997376	animals	1,2,3,2,2	True
8229979458	people	4,3,3,2,3	False
3459513331	nature	4,4,4,3,4,3,3,4,3,4	True
8257944342	urban	3,3,3,3,4	True
7884701378	nature	3,3,4,4,4	True
8160400212	people	4,3,3,4,3	True
8272958792	animals	3,4,4,4,5	True
4207592054	urban	2,2,2,3,2,3	True
1051730898	nature	3,3,3,4,3	True
1305626572	people	4,3,3,4,3	True
6155186180	people	3,3,3,3,3	True
4967860761	nature	3,3,3,3,3	True
7980856871	urban	3,2,4,3,2	True
2625590840	urban	3,3,3,3,3	True
4574366371	nature	3,3,4,3,3	True
3391397176	nature	5,4,4,3,5,3,4,5,5,4	True
7918146682	people	4,4,3,3,3	True
5601098063	animals	4,3,3,4,3	True
6828533185	people	5,5,4,4,5	True
150285345	nature	3,3,3,3,3	True
241320762	animals	3,3,3,3,2,3,3	True
8031492569	people	3,3,3,3,3	True
6800856969	animals	4,4,3,3,3,4,3,4,4,4,4	True
2354917044	urban	4,4,4,5,4	True
487631709	nature	3,4,3,5,5	True
2929452237	nature	4,3,3,3,3	False
741100806	animals	4,3,3,4,3	True
2869346850	animals	4,3,4,4,4	True
2396039292	people	3,3,3,3,3	True
8079102320	people	3,4,3,3,3	True
4949414423	nature	2,2,3,2,3	True
2440889548	nature	3,4,4,4,5,4,5,5,5,3	True
6126897887	people	4,4,4,4,4	True
54070942	nature	4,3,2,4,4	True
239168376	people	3,3,2,2,2	True
324968819	animals	4,4,2,4,4	True
4931858810	people	3,5,5,4,3	True
6606033391	urban	3,3,4,4,4	True
3678510729	urban	3,3,3,3,3,3	True
6923220757	urban	3,3,3,4,3	True
2599504258	people	3,3,3,3,3	True
5550553756	animals	3,4,4,5,1,3,4,5,4,4	False
5510596537	nature	3,3,3,3,3	True
7440727306	people	4,4,4,4,4	True
7879372786	people	4,4,2,3,2	True
2898590942	nature	3,4,3,3,4	True
3336646085	animals	4,5,4,4,3,4	True
7692576580	people	4,4,4,4,4	True
7238684850	people	4,3,3,3,3	True
1532785309	nature	3,3,4,3,3	True
812127	urban	3,3,4,3,3,3,3,3,3,3,3,3	True
5263450232	nature	3,3,3,3,3	True
6234022986	nature	3,4,3,4,3	True
7780360820	animals	4,4,4,3,4,3	True
256633139	nature	3,3,3,3,3,3,3,3,3,3	True
3955813848	urban	4,4,3,5,2	True
6884178924	animals	4,4,5,4,4,4	True
2236910027	nature	4,3,4,3,4	True
373746857	people	2,2,2,2,2	True
7787881458	nature	4,2,2,3,5,3,3,4,4,4	True
6297658859	nature	3,3,3,4,3	True
37272240	animals	4,3,2,4,2	True
2515242735	animals	3,3,3,4,4	True
7498650428	urban	4,3,3,3,3	True
6576492821	people	4,4,3,4,4	True
446547347	animals	3,4,4,4,4	True
117920155	urban	4,4,3,3,4	True
6024713733	people	2,2,2,2,2	True
3643964334	animals	3,4,4,4,4,4	True
3290810218	nature	3,3,3,3,3	True
2265985081	nature	3,3,3,3,3	True
6918307670	urban	3,3,2,3,3	True
509356476	nature	3,3,3,3,3,3	True
6799100322	animals	4,4,4,3,4	True
7071918715	animals	4,4,4,4,4	True
13212044	people	1,2,2,2,2	True
448630626	urban	4,3,4,4,4	True
5679908242	urban	2,3,3,3,3	True
133540601	nature	3,4,3,3,4	True
4650541908	nature	3,2,4,5,5	True
4804502652	urban	3,3,3,4,5	True
2294962515	nature	3,3,3,3,3	True
4345503234	nature	3,3,3,4,2	True
3613470160	urban	3,3,3,3,3	True
7681691780	people	3,3,3,3,3,3,3,3,3,3	False
128651077	nature	2,2,3,2,2,2,2,3,3,3	True
7690166142	nature	3,4,3,3,3	True
8126850070	urban	4,3,4,3,3	True
6245339983	people	3,4,3,2,3	True
20952852	animals	3,3,3,3,3,3,3,3,3,3,3	True
2233169337	animals	3,4,3,4,4,4	True
8169624572	nature	3,3,3,3,3,3,3,3,3,3	True
6789284662	people	4,4,4,3,3	True
1827726297	nature	3,3,3,3,3	True
8198576276	animals	4,5,4,4,5	True
2629805091	animals	4,3,4,3,3	True
7789840378	people	4,5,4,4,4	True
6670000339	people	4,2,2,3,2	False
6690734665	urban	3,3,3,4,3,4,3,3,3,4,3	True
318635066	nature	5,4,3,3,4	True
153161528	urban	3,3,2,2,2	True
871241529	animals	3,3,3,3,3	True
4526913890	nature	3,3,3,3,2	True
463246534	urban	4,4,3,3,5	True
2680480542	urban	4,3,3,4,3	True
4609348065	nature	3,3,3,4,3,3,3,3,3,3	True
5785673760	nature	4,2,2,2,2	True
8113278960	urban	3,3,3,3,3	True
242022972	animals	4,4,5,4,5	True
7241825058	people	3,2,2,3,2	True
4784026101	nature	4,3,3,2,3	True
2712077686	urban	3,3,3,2,3	True
7977226931	animals	4,4,4,3,3	True
5939069865	urban	5,3,4,4,4,4	True
4409201564	nature	3,3,3,3,4	True
3301709703	nature	3,3,3,3,3	True
2712447839	nature	4,5,4,3,4	True
8218869374	nature	4,5,5,4,5,5,5,5,5,5	True
6786196398	animals	4,4,4,4,4	True
8157656801	urban	3,5,4,5,3	True
8172912465	people	2,5,3,5,4	True
2846457605	animals	4,5,4,4,4	True
3292804696	animals	3,3,3,3,3	True
274134737	nature	3,3,3,3,3,3,4,3,3,3	True
7355520548	animals	4,4,3,4,4	True
2716750223	nature	2,3,3,3,4	True
8353469276	animals	3,2,2,3,3	True
8388688977	urban	3,3,3,3,3	True
3714898655	nature	3,2,4,4,4	True
7510201490	animals	5,4,4,4,4	True
374081831	animals	3,4,4,5,4,3,3,3,3,5,4,4	True
2346128637	nature	4,5,5,4,5,1,2,4,4,1	True
659446376	nature	3,3,2,3,4	True
2374398832	animals	3,4,3,3,3	True
6816484645	urban	3,3,3,2,2,2	True
2862267268	nature	3,4,3,3,3	True
3325158671	nature	3,3,3,3,4	True
5009067426	animals	4,5,4,5,4	True
2669976	nature	3,3,2,2,3	True
6833483351	people	4,4,4,4,4,4,4,4,4,4	False
8043111371	nature	4,5,4,4,3	True
7622289672	nature	3,3,3,3,3	True
6034538359	people	3,3,3,2,3	True
5620003317	urban	5,4,4,5,4,5,4,5,4,4	False
2718082908	people	3,3,3,3,3	True
3714205242	nature	3,3,3,3,4,4,4,4,3,4	True
4008253	nature	2,4,4,4,4,4,5,4,5,3	True
2343740116	nature	3,5,3,3,3,3,3,3,2,3	True
6945245847	nature	4,3,3,4,4	True
7877307990	nature	3,3,3,3,3	True
8189714025	animals	4,4,5,4,4,4,4,4	True
2680905149	urban	4,3,3,3,4,4,4,4	True
7413294038	urban	3,4,3,4,3,3,4,3,2,3,3	True
7087846931	urban	3,3,3,3,4	True
2734728145	nature	3,2,3,3,4	True
5253181989	urban	3,2,4,3,3	True
4250717184	nature	1,1,2,3,4	True
4515798817	urban	3,3,3,3,3	True
7191447968	nature	3,4,3,3,3	True
230385040	urban	3,3,3,3,3	True
6295080212	nature	4,5,5,4,5,5,5,5,5,5	True
4004189678	people	3,3,3,3,4	False
14392679	people	3,3,3,3,3	True
5651748040	urban	3,3,2,3,3	True
235709585	urban	4,4,3,4,4,4,4,4,3,4	True
7564325198	urban	3,3,3,3,3,3	True
5616323858	nature	3,4,4,3,4	True
6064333197	animals	4,4,4,3,4	True
694499591	animals	4,4,4,5,4,4	True
952109528	nature	4,3,2,4,3	True
8047125106	people	3,3,3,3,3	True
8050850197	people	3,3,3,3,3	True
7155015235	urban	3,3,3,4,3,3,3,3	True
8417992768	urban	4,3,3,3,3,3	True
542275945	animals	5,4,5,4,5,5	True
5465173912	animals	3,3,4,4,4,4,4,3,3,4	True
4149500395	nature	3,3,2,3,3	True
7519188602	nature	3,3,3,2,3	False
5973944935	urban	4,3,3,3,3,3	True
6959465307	people	3,3,3,2,3,3,3,3,3,3	True
6903643247	people	4,4,4,4,4	True
5302327755	urban	4,4,4,4,4	True
4330399972	urban	3,3,3,3,3	True
5328691397	people	3,3,4,3,4	True
2306158	urban	4,3,4,3,4	True
3483001918	nature	2,3,3,4,3,4,3,4,3,3	True
5355927666	animals	2,2,2,2,2,2,1	True
5604933508	nature	3,3,2,3,3,3,3,3,3,3	True
5570666820	people	4,3,4,5,5	True
927894019	people	3,4,3,3,3,3,3,3,3,3	True
2846349946	people	4,4,3,4,3	True
3697610267	animals	3,4,3,4,4,4,4,4,4,4,4	True
5756880333	urban	4,3,4,2,4	True
6214281456	nature	3,4,3,3,2	True
8508118476	people	4,4,3,2,4	True
6480692899	nature	2,3,3,4,3,3	True
2861505819	nature	3,3,3,4,3	True
5951935278	urban	3,4,4,3,3	True
5955643213	animals	4,4,5,4,4	True
3776457167	nature	3,3,3,3,3	True
4133570988	animals	4,4,4,5,4	True
7019407411	nature	4,3,3,4,5,4,4,4,4,3	True
2453555539	animals	3,3,3,3,3,3	False
7975262623	animals	4,4,4,4,4	True
2843357675	animals	3,3,3,4,4	True
6881698946	animals	3,4,4,4,5	True
2538562565	animals	4,4,3,4,4,3,4	True
5928507252	people	5,5,5,4,5	True
393677112	urban	4,4,4,4,4,3,4,3,3,4	True
2373688505	urban	3,3,3,3,3	True
3578560709	people	4,3,4,4,3,3,3,3,3,3	True
6943293271	nature	4,4,5,4,5	True
2845838787	animals	4,4,4,4,4,4,5	True
3661087392	animals	4,3,4,4,2	True
4466620078	people	5,4,3,4,5	True
5007755321	urban	3,3,3,3,3,3	True
5015133440	nature	3,4,4,3,3	True
3836037638	animals	3,3,4,3,3,3,3,3,3,3,3	True
4068996309	animals	3,3,3,3,4,3,3,3,4,4	True
8386493000	people	4,4,5,4,4	True
4032515982	animals	4,4,3,3,3,3	True
5628100212	people	3,3,2,3,3	True
6138077256	animals	5,4,5,3,5	True
6852820663	people	3,3,3,3,3	False
3045147454	nature	3,3,3,3,2	True
5801389130	nature	3,3,3,3,3	True
7095686697	urban	3,3,3,3,3,3,3,3,3,3,3	True
8145871518	animals	4,4,4,3,4	True
7337276302	nature	3,3,3,4,4	True
7113283983	people	4,3,4,3,4	True
6074873659	people	4,3,4,3,3	True
8231224089	people	3,3,4,3,3	True
4043642384	nature	4,3,3,3,3	True
4349655462	animals	4,3,3,3,4	True
5471930820	urban	3,3,3,2,3	True
8395761068	nature	3,3,3,4,3	True
6976302708	animals	3,4,3,4,4	True
4056232685	people	4,4,4,4,3	True
1344392695	nature	4,3,4,3,4	True
2721000258	nature	4,3,4,5,5,4,4,4,4,4	True
849858790	urban	3,3,2,3,2	True
4022008882	urban	3,3,3,3,3	True
2623869047	people	4,3,3,3,3	True
7373374640	animals	4,3,4,3,5,5	True
8400794919	nature	4,4,4,4,5,2,3,5,4,5,3,2,3,2,3	True
7705827628	nature	3,4,3,3,3,3,4,3,4,4,3	True
4547181645	nature	3,3,3,3,3	True
5221532381	animals	4,4,3,4,3	True
5400934272	people	3,3,2,3,3	True
8403887994	nature	3,4,3,3,3	False
6722735755	urban	4,3,4,4,4,5,4,3,3,4	True
6711027607	people	4,4,4,4,5	True
274859184	nature	3,3,3,3,3	True
1116353811	people	3,3,3,3,2	True
6948217645	people	4,4,4,4,4	True
7515032866	nature	3,3,3,4,3	True
308165170	urban	4,3,4,2,2,2	True
6271647017	nature	4,4,3,4,3	True
6916711866	nature	3,4,3,4,3	True
2267862256	people	4,3,4,5,3	True
4020153659	animals	3,3,4,3,3,3,4	True
8024950187	people	4,2,5,5,4	True
2216577171	nature	3,3,3,4,3,3,3,3,2,3,3,3	True
2547855075	animals	4,3,4,4,4	True
256978637	animals	5,3,3,4,3,4	True
5101288014	nature	3,3,3,4,3,4,4,4,3,4	True
8399196443	nature	3,3,3,2,3	True
8041870688	animals	3,4,4,4,4	True
5091061711	people	4,3,3,3,3	True
6784080677	people	4,3,4,4,5	True
7420569278	nature	3,4,3,2,2,3,2,3,2,2	True
2180043837	urban	3,3,5,3,3,3	True
4593127567	animals	3,4,2,3,4	True
4009937711	people	4,3,3,3,4	True
120436421	urban	2,2,3,2,3,2,3	True
2618926805	animals	3,4,2,3,3	True
5665848500	people	3,3,2,3,3	True
5161015344	people	3,3,3,3,3	True
6943239829	nature	4,4,3,4,5	True
7841380964	animals	5,4,4,5,4,4	True
5799831663	nature	3,4,3,4,3	True
7089114957	urban	3,3,3,5,4	True
6189856187	people	4,4,4,4,4	False
2757234519	people	3,3,3,3,3	True
2967418907	nature	3,3,3,3,3	True
7729151450	people	3,3,3,3,3,3,3,2,3,3	False
2513331042	animals	3,3,3,3,3	True
3818493823	people	3,4,3,4,4	True
4294676371	animals	3,3,3,2,3	True
6830495818	urban	3,3,3,4,3	True
7882313604	animals	3,3,3,3,3	True
1118000954	animals	5,4,4,4,4,4	True
7444438838	people	4,4,4,4,4,3,2,3,4,3	True
1829887649	urban	4,5,4,4,3	True
7409360172	urban	3,3,3,4,5	True
3326678636	nature	3,3,3,3,3	True
3483813455	animals	3,3,4,4,5,5	True
3091844727	animals	5,4,4,4,4	True
6067419649	animals	2,3,3,3,3	True
8452850296	animals	4,4,5,3,4	True
6695884947	urban	4,4,4,5,3	True
2431719862	people	3,3,3,3,3	True
3659122344	nature	3,3,3,3,5	True
113042768	animals	4,4,4,3,4	True
128318644	urban	3,3,3,3,3,3,2	True
7098823989	animals	4,4,4,4,5	True
6672321109	people	2,4,2,3,2	True
4983021628	nature	5,4,4,5,4,5,3,5,4,4,4,5,5,5,4	True
6975820739	animals	4,3,4,4,4	True
7205322040	urban	3,3,4,4,4	True
3358463446	animals	3,4,4,4,4	False
3500285361	animals	2,2,2,2,2	True
8049815553	urban	5,4,4,5,4,4	True
8265279108	people	2,3,2,3,2	True
943409819	animals	4,3,4,4,3	True
6228165446	people	3,3,3,3,3	True
7588098948	urban	4,4,3,4,3	True
7146171953	people	2,4,2,3,2	True
2278592341	urban	3,3,3,3,3	True
578071810	animals	4,5,5,5,4,3,3,4,4,3	True
2694025742	animals	4,4,4,4,4	True
2512665560	animals	3,3,3,4,3	True
8400191944	nature	3,3,3,3,3,3,3,4,3,3	True
2562884899	urban	3,3,3,3,2,3	True
2073622493	urban	3,4,4,3,4	True
342971618	nature	2,3,3,3,3	True
5739725432	urban	3,3,3,3,2	True
2688118602	urban	4,2,3,4,2	True
6331510050	urban	3,4,4,4,3	True
4641854308	animals	2,3,3,3,3	True
8034356336	nature	3,2,3,3,3	True
7188020081	nature	2,3,3,3,2	True
8109448965	urban	3,3,3,5,3,3	True
2636375354	people	4,4,3,4,3	True
357937401	animals	3,3,4,3,2	True
3712152904	nature	3,4,4,3,3	True
3102063763	urban	3,3,3,3,2	True
1324997100	nature	3,3,3,3,2	True
484776493	animals	4,5,4,5,5,5,4,4,4,5	True
6057660520	urban	2,3,3,3,3	True
2668010391	urban	5,4,4,4,5	True
8207781361	nature	5,4,4,4,3,4,3,3,4,5	True
4479277174	people	5,5,5,5,5	True
77929186	nature	3,5,4,4,5,3,4,4,4,3	True
7301034514	nature	3,3,3,3,3,4,4,4,4,3	True
4237104537	urban	3,2,2,2,2	True
3909482681	animals	3,3,3,4,3	True
6108790855	urban	3,4,4,3,4	True
5102555740	nature	3,3,3,4,4,4	True
4753224099	nature	3,3,3,3,3	True
6096091433	people	4,4,3,1,4,2,2,4,2,5	True
120510253	urban	3,4,3,3,4	True
8463233242	urban	3,3,4,4,4	True
4551252480	people	3,3,3,3,3	True
3266462653	animals	4,4,4,4,3	True
1314069875	nature	2,4,4,5,4	True
218448314	urban	3,3,3,3,3	True
3134973603	nature	3,3,2,3,3	True
201243577	nature	3,3,3,3,3	True
8196993079	urban	5,4,4,4,2	True
7487903860	nature	3,3,3,3,3,2,3,3,3,3	True
4998583216	urban	4,4,3,3,3	False
3494499911	urban	5,5,5,5,5	True
4979618111	nature	4,4,5,3,2	True
290594202	animals	4,4,5,5,3	True
6188873374	nature	3,3,5,3,4	True
169642206	animals	5,5,3,4,3,4	True
5588863427	animals	4,4,4,4,3	True
6901803174	nature	3,4,3,4,3,4,4,4,3,3	True
4686452467	nature	3,2,2,2,2	True
6256892056	urban	4,5,4,4,3,4,4,4,3,4	True
6005327800	urban	3,3,2,3,4	True
3126560344	animals	4,4,4,4,4	True
4654344744	people	3,3,4,3,3,3,2,3,3,3	True
5861509097	nature	3,3,2,3,4	True
4454000	people	4,5,4,4,4	True
2215065240	urban	4,4,5,3,4,3,4,4,5,3	True
2808040901	people	4,5,5,4,4,4,3,3,5,5	True
7477016026	people	4,4,4,5,4	True
8501929375	urban	5,4,4,4,3,4,5,4,3,4	True
1789125335	nature	3,2,4,4,3	True
2825367618	people	3,3,4,4,3	False
2193520503	animals	3,3,3,3,2,3,3,3,3,3	True
6776995598	urban	4,4,4,4,2,3,3,5,3,4,4	True
3690652291	people	4,4,4,5,4	False
3211881282	people	1,1,2,1,1	True
7811241752	animals	5,4,5,5,4,4,4,4,4,4	True
6320491042	nature	4,5,5,4,5	True
8075851314	people	5,3,3,4,3	True
6942448356	nature	4,5,4,3,2	True
4145759340	animals	2,3,3,3,3,3,2,2,3,2	True
6121426104	people	4,3,3,3,3	True
4158233057	urban	3,3,3,3,3,3,3,3,3,3	True
6337023330	people	3,3,4,3,3	True
74859482	animals	4,3,4,3,4	True
2347772663	people	3,2,2,2,2	True
8384390359	people	4,3,4,3,3	False
5294810020	nature	3,3,3,3,3	True
4960858487	people	3,3,3,3,3	True
5606652790	people	4,4,4,3,4	True
6124200943	people	4,4,3,3,3	True
7986514882	urban	4,4,3,3,5,4,3,4,3,4,3,3	True
7595207370	people	4,3,4,4,3	True
4010602699	nature	4,3,4,4,4	True
8104699040	nature	2,3,2,4,5	True
8251245657	animals	4,5,5,3,3	True
4508396413	nature	3,3,3,3,3	True
5733878603	animals	4,4,4,4,5,4	True
6037430709	people	3,4,3,3,3	True
6897028789	people	4,4,3,4,4	True
5726103144	urban	3,3,3,3,2	True
8155905548	urban	3,3,4,3,4	True
2641814457	nature	3,3,3,3,3	True
8251108964	nature	4,3,3,3,2	True
336245778	urban	3,3,3,3,3,3,3,2,3,3	True
81888079	nature	3,3,3,4,3	True
5917307388	people	3,3,4,3,3	True
7471540654	urban	5,4,3,4,3	True
8086803699	people	4,4,4,4,4	True
6994232706	nature	4,4,3,4,4	True
6995281807	urban	4,4,4,3,3	True
7758298734	people	3,3,3,4,4	True
5381961687	nature	3,3,3,3,4	True
5179327915	animals	4,3,3,3,3	True
2866247075	people	3,3,3,3,3	True
3602463686	urban	3,4,4,4,3	True
6064381262	animals	4,4,5,4,4	True
1483002937	animals	3,3,4,3,3	True
1018599140	nature	3,3,4,3,3,3,3,4,2,3	True
527239633	people	3,3,3,4,3,3,4,4,3,4	True
8389419202	nature	4,3,3,3,3	True
5169200654	nature	3,3,3,2,3	True
8234934294	nature	3,3,3,3,3	True
430902088	people	3,4,4,4,3,3,3,3,4,4	True
8536820229	nature	4,3,3,4,3	True
5734930758	animals	4,3,5,3,4	True
6905776530	animals	4,4,4,4,4	True
4949537147	urban	3,3,3,3,3,4	True
74329285	animals	3,3,3,3,3	True
3665915563	animals	4,4,4,5,3	True
5017044881	nature	3,3,3,3,3,3,2,3,3,3	True
8529515013	urban	4,4,3,4,4	True
226826779	animals	3,3,3,3,4	True
6918392894	nature	3,3,3,4,4	True
8167481124	people	3,3,3,2,3	True
7709743638	nature	3,2,3,3,3	True
6200944613	urban	3,3,3,3,2,3,3,2,3,3	True
2755858639	nature	3,3,3,4,3	True
4502857082	nature	4,2,3,3,3	True
443716880	animals	4,5,4,4,5	True
1608137826	urban	3,2,4,4,3,3	True
5679223027	people	3,3,3,3,4	True
323625957	animals	5,5,3,4,4,4,4	True
6679794475	nature	4,4,4,3,3	True
3655551386	animals	3,3,2,3,2,2,2	True
436274757	animals	3,3,3,3,3	True
3815311533	urban	3,3,3,2,3	True
6825262879	animals	4,3,3,3,3	True
7868693764	people	3,3,3,4,3,3,3,3,3,3	True
8004748504	nature	4,2,4,2,4	True
6240338361	urban	3,3,2,4,3	True
5902787077	urban	4,3,4,4,5	True
1437488261	nature	2,3,2,3,3	True
5725788340	people	4,4,4,4,5	True
7373073264	people	5,4,4,5,4	True
3468131261	nature	3,3,3,3,3	True
7315987476	animals	3,4,3,4,5	True
2963735207	people	5,4,4,3,4,4,3,4,3,4	True
6618937451	nature	4,3,4,4,5	True
2940520564	animals	4,3,3,3,3	True
483046028	nature	3,2,3,4,3	True
7799253746	people	4,4,4,5,4	True
3605584708	urban	3,3,3,4,4	True
8520598815	urban	3,3,3,4,2,4	True
5799842203	nature	3,3,4,4,3	True
8520461858	nature	3,3,3,4,4,4	True
3128514379	urban	2,2,2,4,5	True
1176673172	animals	4,3,4,3,4	True
4145954865	nature	3,4,3,3,3	True
8426780458	urban	3,4,4,3,4	True
246635554	nature	2,3,3,3,3	True
6141582217	urban	3,2,3,3,3,3	True
5625123336	nature	3,2,3,3,4	True
8167550073	nature	3,3,3,3,5	True
7067383049	nature	4,2,4,4,2	True
6855957373	urban	3,3,2,3,2,2	True
5521983460	nature	4,3,3,3,3	True
7254321374	people	4,3,4,3,3	True
3725612087	nature	3,3,3,3,3	False
13859114	people	2,2,2,2,2,2,2,2,2,2	True
1241884002	animals	3,3,3,3,3	True
5988660152	people	4,3,4,4,4	True
5626451637	urban	4,5,5,4,5	True
8529131622	urban	2,3,3,3,3	True
5235051043	urban	3,3,3,2,3,3	True
6408458015	people	4,4,4,3,4	False
6400201373	animals	4,3,4,3,3	True
5418859507	people	3,3,3,2,3	True
202851080	urban	3,5,4,3,3	True
675501593	nature	3,3,3,3,3	True
4193429368	urban	3,3,3,3,3	True
4488160213	nature	4,3,3,3,3	True
5594017100	urban	3,4,2,3,2,3	True
570481551	nature	4,3,3,3,3	True
6964021994	animals	4,4,4,3,3,4	True
6681780851	people	3,3,4,2,3	False
5885566023	nature	3,4,3,3,3	True
6544107509	animals	4,4,4,3,4	True
6213752664	animals	3,3,3,4,3,3,3	True
6646304233	urban	5,4,4,5,4,4,4,4,3,5	True
2466563143	urban	3,2,3,3,3	True
5700399969	urban	5,3,4,4,3	True
540912350	nature	3,3,4,3,2	True
398196660	animals	3,3,3,3,3	True
3393407708	urban	5,5,4,4,4	True
7759869242	animals	5,4,5,4,5	True
5053337028	nature	3,4,3,3,4	True
7749688588	urban	4,4,3,3,4,4	True
7955961724	animals	4,4,3,4,4,4,3	True
6896731791	urban	3,3,3,4,4	True
3192001471	animals	3,4,4,3,3	True
278073034	animals	5,3,3,4,4,4	True
8268067976	animals	5,5,4,1,5,5,4,3,5,5	True
4350964868	urban	5,4,5,5,4,5,4,5,5,5	True
3489005860	nature	3,3,3,3,3	True
5529788958	people	4,5,5,4,4	True
6069512376	urban	4,3,3,2,3	True
3535844974	nature	3,3,3,3,3	True
5321869270	nature	5,4,3,4,2,4,4,4,3,3	True
196137276	urban	4,3,3,3,4,3,4	True
6236205884	nature	3,3,3,3,4	False
3808463722	animals	4,4,4,5,3,4	True
3695814144	nature	4,4,3,3,4	True
8446443942	animals	3,4,3,4,4	True
6079116360	nature	4,4,4,4,4	True
3660752677	animals	3,4,3,3,4,4	True
5390576258	people	3,3,3,3,3,3,3,3,3,3	True
5817519879	nature	3,3,2,2,2	True
2545197033	animals	4,2,4,4,4	True
7798024102	people	3,3,4,3,4	True
6930525393	urban	3,4,3,3,3	True
5451084867	urban	3,3,3,3,3	True
3706105271	urban	5,4,4,4,4	True
7470783012	urban	4,5,4,4,4,4,4,4,4,3	True
4677015411	nature	3,3,3,4,3	True
3801987960	urban	4,4,4,3,3,3,3,5,5,3	True
4512182722	animals	3,3,4,4,3	True
4390344785	urban	3,3,3,3,3	True
5688160876	nature	3,3,3,3,3,3,3,4,3,4	True
6217211060	people	4,4,3,3,5	True
3602107677	people	3,4,3,3,3	True
29915586	nature	3,3,3,3,3	True
2346549702	animals	4,3,4,3,3	True
8264542629	nature	2,4,3,3,3	False
5546134597	nature	3,4,4,4,2,4,2,4,4,3,4,2,4,4,3	True
8077489828	nature	2,3,2,2,2	True
208317793	nature	3,4,3,3,3	True
5727438439	nature	3,3,2,3,3	True
5550244456	people	4,5,4,4,4	True
2816805212	nature	3,3,3,3,4	True
131917531	people	2,2,2,2,2	True
1429557002	nature	3,3,3,3,3	True
3201097095	urban	3,3,3,2,2	True
7701836058	urban	4,4,5,5,5,5,5,4,5,4	True
2415877404	urban	4,4,5,5,4	True
7422470786	nature	3,4,4,3,2	True
5360626130	nature	3,3,3,3,4	True
8220683280	people	5,5,5,4,5	True
7123801923	people	4,3,3,3,3	True
229056405	animals	5,4,5,4,5	True
3231495181	people	4,3,2,3,3	True
7156379583	animals	3,3,3,3,3,3,3,3,3,3	True
61603881	nature	3,4,3,4,3,3,4,3,4,3	True
5922968901	people	3,3,3,3,3	True
7485399428	urban	3,3,4,3,3	True
2775288104	animals	3,3,3,3,3,3	True
6022309944	nature	3,3,3,3,4	True
5024523769	people	3,3,2,3,2	False
4789268287	urban	3,3,3,3,2	True
6841526797	people	3,3,3,3,4	True
5537662862	people	4,4,4,5,4	True
3742958222	people	4,3,3,4,4	True
6298187044	nature	3,3,4,3,3	True
301564383	animals	4,4,4,3,4,4,4	True
7835324090	urban	3,3,3,3,3	True
5645575056	people	3,3,3,2,2	True
50649875	people	3,4,3,2,4	True
7187556939	urban	4,3,3,4,3,4,3,3,3,3,3,4,3	True
4303123230	urban	1,1,1,3,1,1	True
3694908634	nature	3,3,3,3,3	True
66726150	urban	3,4,3,3,3	False
2722186552	animals	3,3,4,4,3,5,3,4,4,4	True
3932317883	animals	4,4,4,4,4	True
7314143720	animals	4,4,3,3,3	True
